ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1850949,MapQuest,201,2,2018-10-26T09:41:56Z,2018-10-26T10:11:40Z,33.206181,-87.524582,NA,NA,0,Left hand shoulder blocked and right hand shoulder blocked due to accident on US-82 McFarland Blvd Westbound after AL-215 University Blvd.,NA,McFarland Blvd E,R,Tuscaloosa,Tuscaloosa,AL,35401,US,US/Central,KTCL,2018-10-26T09:43:00Z,62.1,NA,80,29.77,10,West,12.7,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3644207,Bing,NA,3,2020-04-16T11:58:07Z,2020-04-16T12:48:05Z,41.13847,-95.94659,NA,NA,0,At US-75/Kennedy Fwy - Accident.,2501,Highway 370,L,Bellevue,Sarpy,NE,68123,US,US/Central,KOFF,2020-04-16T11:56:00Z,39,32,52,29.12,10,ENE,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1354882,MapQuest,201,3,2019-06-13T17:52:08Z,2019-06-13T18:51:37Z,33.068172,-117.06945,NA,NA,0,HOV & #1 lane blocked due to accident on I-15 Northbound at Exit 27 Via Rancho Pkwy.,NA,Escondido Fwy S,R,Escondido,San Diego,CA,92025,US,US/Pacific,KRNM,2019-06-13T17:53:00Z,73,73,55,28.45,10,WNW,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2035560,MapQuest,201,3,2018-07-30T15:17:41Z,2018-07-30T16:02:21Z,27.821062,-82.664856,NA,NA,0,Right lane blocked due to accident on I-275 Northbound after Exits 26 26A 26B 54th Ave.,NA,54th Ave N,R,Saint Petersburg,Pinellas,FL,33714,US,US/Eastern,KSPG,2018-07-30T14:53:00Z,78.1,NA,90,30.04,5,WNW,5.8,0.24,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-408535,MapQuest,201,2,2017-05-02T18:07:44Z,2017-05-02T18:52:32Z,34.114429,-118.009171,NA,NA,0.01,Accident on Longden Ave near Mayflower Ave.,1114,E Longden Ave,R,Arcadia,Los Angeles,CA,91006,US,US/Pacific,KEMT,2017-05-02T17:45:00Z,86,NA,22,29.87,10,SSW,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3845886,Bing,NA,2,2019-11-18T17:21:52Z,2019-11-18T17:51:26Z,42.49641,-83.35094,NA,NA,0.678,At Orchard Lake Rd/Exit 5 - Accident. Right lane blocked.,NA,Walter P Reuther Fwy,R,Farmington,Oakland,MI,48334,US,US/Eastern,KVLL,2019-11-18T17:15:00Z,43,43,75,28.96,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2565009,MapQuest,241,2,2017-10-23T18:46:39Z,2017-10-23T19:31:21Z,40.886654,-73.815353,NA,NA,0,Right lane blocked due to accident on Hutchinson River Pkwy Southbound at Exit 6 I-95 New England Trwy.,NA,Hutchinson River Pkwy S,R,Bronx,Bronx,NY,10464,US,US/Eastern,KLGA,2017-10-23T18:51:00Z,71.1,NA,73,30.1,10,SE,12.7,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2452662,MapQuest,201,2,2017-12-23T08:23:02Z,2017-12-23T09:02:00Z,29.81278,-95.563606,NA,NA,0,2 Frontage lane blocked due to accident on TX-8 Frontage Rd Northbound at W Sam Houston Tollway.,NA,W Sam Houston Tollway N,R,Houston,Harris,TX,77043,US,US/Central,KMCJ,2017-12-23T09:15:00Z,44.6,39.2,57,30.25,10,Variable,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2871487,Bing,NA,4,2017-02-25T01:21:34Z,2017-02-25T07:21:34Z,29.94933,-95.29182,NA,NA,1.718,Closed between Sam Houston Pky/Beltway 8 and Aldine Bender Rd - Road closed due to accident.,NA,US-59 S,R,Humble,Harris,TX,77396,US,US/Central,KIAH,2017-02-25T00:53:00Z,55,NA,53,29.98,10,North,8.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3208924,Bing,NA,2,2020-11-03T01:29:00Z,2020-11-03T03:14:00Z,33.508697,-86.791037,NA,NA,1.025,Incident on US-31 SB near MM 273 Drive with caution.,NA,AL-3 S,R,Birmingham,Jefferson,AL,35233,US,US/Central,KBHM,2020-11-03T01:53:00Z,38,38,79,29.67,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3779280,Bing,NA,2,2019-12-15T10:02:00Z,2019-12-15T11:16:43Z,32.797194,-117.149355,NA,NA,0,At Kearny Villa Rd/Mesa College Dr/Exit 20A - Accident.,NA,I-805 N,R,San Diego,San Diego,CA,92123,US,US/Pacific,KMYF,2019-12-15T09:53:00Z,60,60,57,29.62,10,WNW,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2468236,MapQuest,201,2,2017-11-02T09:06:17Z,2017-11-02T09:36:06Z,29.803001,-95.493752,NA,NA,0,Accident on Long Point Rd at Ridgecrest Dr.,1800,Ridgecrest Dr,R,Houston,Harris,TX,77055-2015,US,US/Central,KMCJ,2017-11-02T09:15:00Z,75.2,NA,94,29.99,4,South,6.9,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-287645,MapQuest,201,3,2016-09-29T07:58:02Z,2016-09-29T08:27:19Z,29.845797,-95.393143,NA,NA,0,Left lane blocked due to accident on I-45 Southbound between Exits 55A 55B North Fwy and Exits 54 55A North Fwy.,NA,I-45 S,R,Houston,Harris,TX,77076,US,US/Central,KIAH,2016-09-29T07:53:00Z,66.9,NA,79,30.1,10,NNW,4.6,NA,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1002878,MapQuest,201,2,2019-12-06T11:12:47Z,2019-12-06T12:27:31Z,34.595322,-82.74971,NA,NA,0,Accident on US-76 at Millwee Creek Rd.,1921,Sandy Springs Rd,L,Pendleton,Anderson,SC,29670-8867,US,US/Eastern,KCEU,2019-12-06T10:54:00Z,46,46,73,29.29,10,VAR,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1096662,MapQuest,201,2,2019-11-01T16:10:01Z,2019-11-01T17:33:18Z,32.901947,-80.022697,NA,NA,0,Accident on I-26 Westbound at Exit 211A-B Aviation Ave.,NA,I-26 W,R,Charleston,Charleston,SC,29406,US,US/Eastern,KCHS,2019-11-01T15:56:00Z,64,64,34,30.14,10,VAR,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3533743,Bing,NA,2,2020-06-06T12:27:00Z,2020-06-06T13:06:08Z,32.696403,-117.094988,NA,NA,0,At Palm Ave/43rd St/47th St/Exit 11A - Accident.,NA,I-805 S,R,San Diego,San Diego,CA,92113,US,US/Pacific,KSAN,2020-06-06T12:51:00Z,69,69,63,29.98,10,W,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-128656,MapQuest,201,2,2016-11-21T08:44:15Z,2016-11-21T09:14:05Z,28.218794,-82.246483,NA,NA,0.01,Accident on FL-54 at County Hwy-54 Eiland Blvd.,NA,State Road 54,R,Wesley Chapel,Pasco,FL,33545,US,US/Eastern,KZPH,2016-11-21T08:35:00Z,NA,NA,NA,30.19,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2047360,MapQuest,201,3,2018-06-05T09:35:05Z,2018-06-05T10:04:45Z,33.948227,-86.870125,NA,NA,0,Accident on I-65 Southbound near Exit 291 AL-91.,NA,AL Highway 91,R,Hanceville,Cullman,AL,35077,US,US/Central,K3A1,2018-06-05T09:53:00Z,75,75,60,29.27,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-887259,MapQuest,201,2,2020-01-09T17:39:30Z,2020-01-09T18:23:20Z,33.934689,-84.029602,NA,NA,0,Right lane blocked due to accident on Sugarloaf Pkwy Eastbound at Lawrenceville Suwanee Rd.,NA,Sugarloaf Pkwy,R,Lawrenceville,Gwinnett,GA,30044,US,US/Eastern,KLZU,2020-01-09T17:56:00Z,57,57,57,29.33,10,E,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-718762,MapQuest,201,2,2020-08-07T04:14:06Z,2020-08-07T04:43:40Z,43.123779,-77.63147,NA,NA,0,Accident on Elmwood Ave at Wilson Blvd.,200,Elmwood Ave,L,Rochester,Monroe,NY,14611-4122,US,US/Eastern,KROC,2020-08-07T03:54:00Z,62,62,72,29.54,10,CALM,0,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-1505259,MapQuest,201,2,2019-03-05T17:39:44Z,2019-03-05T18:09:31Z,35.765293,-78.615135,NA,NA,0,Accident on Rock Quarry Rd at Raleigh Blvd.,NA,Rock Quarry Rd,R,Raleigh,Wake,NC,27610,US,US/Eastern,KRDU,2019-03-05T17:51:00Z,41,38,45,29.99,10,West,4.6,NA,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3738776,Bing,NA,2,2020-02-25T19:26:57Z,2020-02-25T19:56:11Z,43.93675,-116.85938,NA,NA,0,At US-30/Exit 9 - Accident involving heavy truck. Roadway reduced to 1 lane.,NA,I-84 E,R,New Plymouth,Payette,ID,83655,US,US/Mountain,KONO,2020-02-25T19:53:00Z,37,37,44,28.21,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3953473,Bing,NA,2,2018-12-26T17:56:31Z,2018-12-26T18:26:02Z,32.94337,-97.38168,NA,NA,0.755,At Blue Mound Rd - Accident.,NA,US-287 N,R,Haslet,Tarrant,TX,76052,US,US/Central,KAFW,2018-12-26T17:53:00Z,62.1,NA,93,29.63,5,South,15,0.7,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2989921,Bing,NA,2,2020-12-07T02:00:00Z,2020-12-07T03:15:03Z,28.498128,-81.396951,NA,NA,0.054,Incident on S ORANGE BLOSSOM TRL near 45TH ST Drive with caution.,4500,S Orange Blossom Trl,R,Orlando,Orange,FL,32839-1704,US,US/Eastern,KORL,2020-12-07T01:53:00Z,57,57,87,29.78,7,NNE,3,0.06,Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-425651,MapQuest,201,3,2017-04-15T13:00:52Z,2017-04-15T13:30:26Z,39.342472,-77.071465,NA,NA,0.01,Accident on I-70 Eastbound at Exit 73 MD-94 Woodbine Rd.,NA,I-70 E,R,Woodbine,Howard,MD,21797,US,US/Eastern,KGAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1547945,MapQuest,241,3,2019-03-28T16:58:59Z,2019-03-28T18:01:18Z,25.927216,-80.206726,NA,NA,1.87000000477,Lane blocked due to accident on I-95 Express Northbound from Exit 11 I-95 Express Ln to Exits 12 12B 12C US-441.,NA,I-95 N,R,Miami,Miami-Dade,FL,33169,US,US/Eastern,KHWO,2019-03-28T16:53:00Z,73,NA,64,30.11,10,ENE,20.7,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1387020,MapQuest,245,2,2019-06-01T06:23:26Z,2019-06-01T22:17:00Z,30.010092,-90.240273,NA,NA,0,Two lanes blocked due to accident on LA-49 Williams Blvd Southbound at I-10 Exits 223A 223A-B.,NA,Williams Blvd,R,Kenner,Jefferson,LA,70065,US,US/Central,KMSY,2019-06-01T05:53:00Z,76,76,87,29.92,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1096355,MapQuest,201,2,2019-11-01T07:57:44Z,2019-11-01T08:57:27Z,34.880428,-82.019249,NA,NA,0,Accident on Anderson Mill Rd at Nazareth Church Rd.,5901,Anderson Mill Rd,R,Moore,Spartanburg,SC,29369-9468,US,US/Eastern,KSPA,2019-11-01T07:55:00Z,36,36,81,29.37,10,NNW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1493963,MapQuest,201,2,2019-04-26T18:28:27Z,2019-04-26T19:43:14Z,37.495281,-77.484718,NA,NA,0,Accident on Newkirk Dr at Hull St Rd.,4901,Hull Street Road Service Dr,L,Richmond,Richmond City,VA,23224,US,US/Eastern,KFCI,2019-04-26T18:56:00Z,59,59,93,29.26,10,WSW,7,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1769458,MapQuest,201,3,2018-11-19T17:38:44Z,2018-11-19T18:08:13Z,41.819038,-72.664833,NA,NA,1.73000001907,Left lane closed due to accident on I-91 Northbound between Exit 34 Meadow Rd and Exits 35A 35A-35B 35B I-291.,NA,I-91 N,R,Windsor,Hartford,CT,06095,US,US/Eastern,KBDL,2018-11-19T17:51:00Z,37,NA,93,30.04,7,Calm,NA,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3596514,Bing,NA,3,2020-03-23T00:55:47Z,2020-03-23T01:10:47Z,34.14585,-117.3146,NA,NA,0,At I-215/Riverside Fwy/Exit 76 - Accident. Two lanes blocked.,NA,CA-210 W,R,San Bernardino,San Bernardino,CA,92405,US,US/Pacific,KSBD,2020-03-23T01:00:00Z,55,55,84,28.8,7,CALM,0,0,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-842312,MapQuest,201,2,2020-03-23T08:04:37Z,2020-03-23T09:18:14Z,26.66909,-80.120644,NA,NA,0,Accident on Grant Ln at Haverhill Rd.,567,S Haverhill Rd,R,West Palm Beach,Palm Beach,FL,33415,US,US/Eastern,KPBI,2020-03-23T07:53:00Z,70,70,78,30.21,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2948699,Bing,NA,2,2017-07-21T08:32:14Z,2017-07-21T14:32:14Z,32.85254,-80.02039,NA,NA,0.213,At Paramount Dr/Exit 15 - Accident.,NA,Paramount Dr,R,North Charleston,Charleston,SC,29405,US,US/Eastern,KCHS,2017-07-21T08:56:00Z,81,NA,67,30.06,10,WSW,6.9,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4196765,Bing,NA,4,2019-06-07T16:31:30Z,2019-06-07T21:00:54Z,39.70009,-75.61039,NA,NA,1.859,Between I-295/US-202/SR-141/Exit 5 and SR-58/Exit 4 - Overturned vehicle.,NA,Delaware Tpke,R,New Castle,New Castle,DE,19720,US,US/Eastern,KILG,2019-06-07T16:51:00Z,82,82,45,29.84,10,NNW,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3917347,Bing,NA,2,2019-02-26T17:06:49Z,2019-02-26T17:36:44Z,33.31539,-111.97211,NA,NA,0.588,At Ray Rd/Exit 159 - Accident. in the left lane.,NA,Pearl Harbor Memorial Highway,R,Phoenix,Maricopa,AZ,85044,US,US/Mountain,KPHX,2019-02-26T16:51:00Z,71.1,NA,17,30,10,NW,4.6,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-414022,MapQuest,241,3,2017-04-12T18:24:50Z,2017-04-12T19:09:13Z,33.919727,-84.333153,NA,NA,0.01,#3 &amp; #4 lane blocked due to accident on I-285 Westbound before Exit 29 Ashford Dunwoody Rd.,NA,GA-407 W,R,Atlanta,DeKalb,GA,30319,US,US/Eastern,KPDK,2017-04-12T18:06:00Z,73.9,NA,46,30.21,10,North,11.5,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-379560,MapQuest,201,2,2017-02-26T16:22:53Z,2017-02-26T16:52:39Z,40.052135,-76.396179,NA,NA,0.01,Accident on Centerville Rd at US-30.,390,Centerville Rd,L,Lancaster,Lancaster,PA,17601-1326,US,US/Eastern,KLNS,2017-02-26T15:53:00Z,39,30.6,46,30.14,10,West,15,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1690036,MapQuest,201,2,2018-12-08T16:27:16Z,2018-12-08T16:55:15Z,42.687489,-73.843643,NA,NA,0,Right hand shoulder blocked due to accident on Adirondack Northway Southbound around Crossgates Mall Rd.,NA,Adirondack Northway S,R,Albany,Albany,NY,12203,US,US/Eastern,KALB,2018-12-08T16:51:00Z,28,21.7,58,30.46,10,WSW,5.8,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2785790,Bing,NA,2,2016-10-07T19:01:24Z,2016-10-08T01:01:24Z,42.3662,-83.06313,NA,NA,0.553,At I-75/Chrysler Fwy/Exit 216 - Accident. in the left lane.,NA,Edsel Ford Fwy E,R,Detroit,Wayne,MI,48202,US,US/Eastern,KDET,2016-10-07T18:53:00Z,73,NA,59,29.99,10,SSE,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3626137,Bing,NA,2,2020-04-07T12:58:00Z,2020-04-07T15:48:54Z,33.476987,-117.673455,NA,NA,0,At Stonehill Dr - Accident.,NA,I-5 N,R,San Juan Capistrano,Orange,CA,92675,US,US/Pacific,KSNA,2020-04-07T12:53:00Z,61,61,67,29.97,5,CALM,0,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2709463,MapQuest,201,2,2017-08-28T19:19:26Z,2017-08-28T19:49:00Z,28.535606,-81.310516,NA,NA,0,Lane blocked due to accident on Semoran Blvd at Danube Way.,587,S Semoran Blvd,L,Orlando,Orange,FL,32807-3118,US,US/Eastern,KORL,2017-08-28T19:31:00Z,78.1,NA,96,29.86,3,SW,9.2,0.04,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1055238,MapQuest-Bing,241,3,2019-10-13T04:27:08Z,2019-10-13T05:41:54Z,33.19162,-117.122688,NA,NA,0,Lane blocked due to accident on I-15 Southbound at Exit 37 CR-S12 Deer Springs Rd.,NA,Escondido Fwy S,R,Escondido,San Diego,CA,92026,US,US/Pacific,KCRQ,2019-10-13T04:27:00Z,59,59,96,29.48,0.25,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2632671,MapQuest,241,2,2017-09-23T12:56:26Z,2017-09-23T13:41:04Z,32.836544,-96.778915,NA,NA,0,One lane blocked due to accident on US-75 Southbound at Exit 3 Central Expy.,NA,US-75 S,R,Dallas,Dallas,TX,75205,US,US/Central,KDAL,2017-09-23T12:53:00Z,90,NA,48,29.92,10,SSE,9.2,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3062713,Bing,NA,2,2020-11-08T21:56:20Z,2020-11-09T04:53:30Z,40.872058,-73.998905,NA,NA,1.882,Stationary traffic on I-95 N - New Jersey Tpke N from exit [68] to NJ-67 exit [73] due to accident.,NA,New Jersey Tpke N,R,Teaneck,Bergen,NJ,07666,US,US/Eastern,KTEB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2440507,MapQuest,201,2,2017-12-18T07:19:54Z,2017-12-18T07:49:35Z,36.086834,-86.695938,NA,NA,0,Accident on TN-255 Harding Pl at Metroplex Dr.,341,Harding Pl,R,Nashville,Davidson,TN,37211-3912,US,US/Central,KBNA,2017-12-18T06:53:00Z,48.9,NA,93,30.16,9,SW,8.1,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-962771,MapQuest,201,2,2020-02-20T07:17:56Z,2020-02-20T08:17:42Z,34.875229,-82.14534,NA,NA,0,Accident on SC-101 at Berry Shoals Rd.,2306,Highway 101 S,R,Greer,Spartanburg,SC,29651-7206,US,US/Eastern,KGSP,2020-02-20T06:53:00Z,43,38,62,29.29,10,NNE,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3423230,Bing,NA,2,2020-10-26T14:42:48Z,2020-10-26T16:54:11Z,40.690679,-73.726621,NA,NA,0.143,Crash on Belt System - Cross Island Parkway northbound just past Linden Boulevard (New York) left lane blocked,NA,Cross Island Pkwy N,R,Cambria Heights,Queens,NY,11411,US,US/Eastern,KJFK,2020-10-26T14:51:00Z,58,58,97,30.11,1,ENE,10,0.01,Light Drizzle,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3114257,Bing,NA,2,2020-10-08T11:49:30Z,2020-10-09T02:40:17Z,40.830051,-73.833255,NA,NA,2.321,Queuing traffic on I-95 from I-678/Hutchinson River Pkwy/Exit 6 (I-95) to Bartow Ave/Exit 11 (I-95) due to accident.,NA,Bruckner Expy N,R,Bronx,Bronx,NY,10465,US,US/Eastern,KLGA,2020-10-08T11:51:00Z,62,62,44,29.94,10,NW,18,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3407160,Bing,NA,2,2020-11-06T01:28:00Z,2020-11-06T04:15:34Z,33.858972,-117.536104,NA,NA,0.32,I15 N SO MAGNOLIA AVE. [FSP] has closed their incident [201105INFSP00368],NA,Corona Fwy N,R,Corona,Riverside,CA,92881,US,US/Pacific,KAJO,2020-11-06T01:56:00Z,58,58,75,29.2,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-709627,MapQuest,201,2,2020-07-30T05:34:58Z,2020-07-30T07:19:22Z,36.115044,-95.904839,NA,NA,0,Accident on OK-51 at Sheridan Rd.,NA,S Sheridan Rd,R,Tulsa,Tulsa,OK,74135,US,US/Central,KRVS,2020-07-30T05:53:00Z,74,74,87,29.13,10,SW,7,0,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-3811588,Bing,NA,2,2019-10-20T13:55:00Z,2019-10-20T14:49:36Z,38.510429,-121.452765,NA,NA,0,At Stockton Blvd - Accident.,4508,47th Ave,R,Sacramento,Sacramento,CA,95824-3837,US,US/Pacific,KSAC,2019-10-20T13:53:00Z,76,76,21,30.06,10,NW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
